2Z,1729,GRU,2564,UDI,2633,0,AT7,-23.43555641,-46.47305679,-18.883612,-48.225277
2Z,1729,GRU,2564,VDC,6039,0,AT7,-23.43555641,-46.47305679,-14.86279964,-40.86309814
2Z,1729,GYN,2562,CGB,2548,0,AT7,-16.63199997,-49.22069931,-15.65289974,-56.11669922
2Z,1729,GYN,2562,PMW,4214,0,AT7,-16.63199997,-49.22069931,-10.29150009,-48.35699844
2Z,1729,GYN,2562,RAO,2613,0,AT7,-16.63199997,-49.22069931,-21.13638878,-47.77666855
2Z,1729,GYN,2562,UDI,2633,0,AT7,-16.63199997,-49.22069931,-18.883612,-48.225277
2Z,1729,OPS,7367,BSB,2531,0,AT7,-11.88500023,-55.58610916,-15.86916733,-47.92083359
2Z,1729,OPS,7367,CGB,2548,0,AT7,-11.88500023,-55.58610916,-15.65289974,-56.11669922
2Z,1729,PLU,2528,RAO,2613,0,AT7,-19.8512001,-43.95059967,-21.13638878,-47.77666855
2Z,1729,PMW,4214,AUX,7376,0,AT7,-10.29150009,-48.35699844,-7.22787,-48.240501
2Z,1729,PMW,4214,GYN,2562,0,AT7,-10.29150009,-48.35699844,-16.63199997,-49.22069931
2Z,1729,RAO,2613,BSB,2531,0,AT7,-21.13638878,-47.77666855,-15.86916733,-47.92083359
2Z,1729,RAO,2613,GIG,2560,0,AT7,-21.13638878,-47.77666855,-22.80999947,-43.25055695
2Z,1729,RAO,2613,GRU,2564,0,AT7,-21.13638878,-47.77666855,-23.43555641,-46.47305679
2Z,1729,RAO,2613,GYN,2562,0,AT7,-21.13638878,-47.77666855,-16.63199997,-49.22069931
2Z,1729,RAO,2613,PLU,2528,0,AT7,-21.13638878,-47.77666855,-19.8512001,-43.95059967
2Z,1729,RAO,2613,SJP,2619,0,AT7,-21.13638878,-47.77666855,-20.8166008,-49.40650177
2Z,1729,RAO,2613,UDI,2633,0,AT7,-21.13638878,-47.77666855,-18.883612,-48.225277
